path,transcript,emotion,speaker
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_dodge_fear.wav,dodge,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_dog_fear.wav,dog,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_doll_fear.wav,doll,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_door_fear.wav,door,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_fail_fear.wav,fail,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_fall_fear.wav,fall,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_far_fear.wav,far,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_fat_fear.wav,fat,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_fit_fear.wav,fit,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_five_fear.wav,five,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_food_fear.wav,food,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_gap_fear.wav,gap,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_gas_fear.wav,gas,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_gaze_fear.wav,gaze,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_germ_fear.wav,germ,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_get_fear.wav,get,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_gin_fear.wav,gin,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_goal_fear.wav,goal,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_good_fear.wav,good,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_goose_fear.wav,goose,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_gun_fear.wav,gun,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_half_fear.wav,half,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_hall_fear.wav,hall,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_hash_fear.wav,hash,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_hate_fear.wav,hate,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_have_fear.wav,have,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_haze_fear.wav,haze,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_hire_fear.wav,hire,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_hit_fear.wav,hit,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_hole_fear.wav,hole,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_home_fear.wav,home,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_hurl_fear.wav,hurl,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_hush_fear.wav,hush,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_jail_fear.wav,jail,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_jar_fear.wav,jar,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_join_fear.wav,join,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_judge_fear.wav,judge,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_jug_fear.wav,jug,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_juice_fear.wav,juice,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_keen_fear.wav,keen,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_keep_fear.wav,keep,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_keg_fear.wav,keg,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_kick_fear.wav,kick,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_kill_fear.wav,kill,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_king_fear.wav,king,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_kite_fear.wav,kite,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_knock_fear.wav,knock,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_late_fear.wav,late,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_laud_fear.wav,laud,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_lean_fear.wav,lean,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_learn_fear.wav,learn,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_lease_fear.wav,lease,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_lid_fear.wav,lid,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_life_fear.wav,life,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_limb_fear.wav,limb,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_live_fear.wav,live,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_loaf_fear.wav,loaf,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_long_fear.wav,long,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_lore_fear.wav,lore,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_lose_fear.wav,lose,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_lot_fear.wav,lot,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_love_fear.wav,love,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_luck_fear.wav,luck,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_make_fear.wav,make,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_match_fear.wav,match,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_merge_fear.wav,merge,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_mess_fear.wav,mess,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_met_fear.wav,met,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_mill_fear.wav,mill,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_mob_fear.wav,mob,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_mode_fear.wav,mode,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_mood_fear.wav,mood,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_moon_fear.wav,moon,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_mop_fear.wav,mop,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_mouse_fear.wav,mouse,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_nag_fear.wav,nag,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_name_fear.wav,name,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_near_fear.wav,near,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_neat_fear.wav,neat,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_nice_fear.wav,nice,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_note_fear.wav,note,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_numb_fear.wav,numb,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_pad_fear.wav,pad,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_page_fear.wav,page,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_pain_fear.wav,pain,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_pass_fear.wav,pass,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_pearl_fear.wav,pearl,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_peg_fear.wav,peg,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_perch_fear.wav,perch,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_phone_fear.wav,phone,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_pick_fear.wav,pick,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_pike_fear.wav,pike,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_pole_fear.wav,pole,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_pool_fear.wav,pool,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_puff_fear.wav,puff,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_rag_fear.wav,rag,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_raid_fear.wav,raid,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_rain_fear.wav,rain,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_raise_fear.wav,raise,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_rat_fear.wav,rat,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_reach_fear.wav,reach,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_read_fear.wav,read,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_red_fear.wav,red,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_ring_fear.wav,ring,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_ripe_fear.wav,ripe,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_road_fear.wav,road,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_room_fear.wav,room,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_rose_fear.wav,rose,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_rot_fear.wav,rot,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_rough_fear.wav,rough,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_rush_fear.wav,rush,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_said_fear.wav,said,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_sail_fear.wav,sail,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_search_fear.wav,search,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_seize_fear.wav,seize,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_sell_fear.wav,sell,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_shack_fear.wav,shack,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_shall_fear.wav,shall,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_shawl_fear.wav,shawl,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_sheep_fear.wav,sheep,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_shirt_fear.wav,shirt,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_should_fear.wav,should,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_shout_fear.wav,shout,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_size_fear.wav,size,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_soap_fear.wav,soap,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_soup_fear.wav,soup,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_sour_fear.wav,sour,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_south_fear.wav,south,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_sub_fear.wav,sub,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_such_fear.wav,such,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_sure_fear.wav,sure,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_take_fear.wav,take,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_talk_fear.wav,talk,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_tape_fear.wav,tape,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_team_fear.wav,team,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_tell_fear.wav,tell,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_thin_fear.wav,thin,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_third_fear.wav,third,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_thought_fear.wav,thought,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_thumb_fear.wav,thumb,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_time_fear.wav,time,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_tip_fear.wav,tip,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_tire_fear.wav,tire,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_ton_fear.wav,ton,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_tool_fear.wav,tool,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_tough_fear.wav,tough,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_turn_fear.wav,turn,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_vine_fear.wav,vine,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_voice_fear.wav,voice,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_void_fear.wav,void,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_vote_fear.wav,vote,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_wag_fear.wav,wag,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_walk_fear.wav,walk,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_wash_fear.wav,wash,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_week_fear.wav,week,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_wheat_fear.wav,wheat,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_when_fear.wav,when,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_which_fear.wav,which,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_whip_fear.wav,whip,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_white_fear.wav,white,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_wife_fear.wav,wife,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_wire_fear.wav,wire,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_witch_fear.wav,witch,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_yearn_fear.wav,yearn,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_yes_fear.wav,yes,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_young_fear.wav,young,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Fear/OAF_youth_fear.wav,youth,fear,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_back_ps.wav,back,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_bar_ps.wav,bar,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_base_ps.wav,base,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_bath_ps.wav,bath,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_bean_ps.wav,bean,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_beg_ps.wav,beg,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_bite_ps.wav,bite,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_boat_ps.wav,boat,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_bone_ps.wav,bone,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_book_ps.wav,book,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_bought_ps.wav,bought,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_burn_ps.wav,burn,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_cab_ps.wav,cab,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_calm_ps.wav,calm,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_came_ps.wav,came,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_cause_ps.wav,cause,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_chain_ps.wav,chain,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_chair_ps.wav,chair,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_chalk_ps.wav,chalk,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_chat_ps.wav,chat,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_check_ps.wav,check,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_cheek_ps.wav,cheek,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_chief_ps.wav,chief,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_choice_ps.wav,choice,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_cool_ps.wav,cool,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_dab_ps.wav,dab,surprise,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Pleasant_surprise/OAF_date_ps.wav,date,surprise,OAF
